body,emotion
"No, unfortunately the standard says that and must be
the same in number, but they can appear grouped or interspeded. So, this is
valid:


But is is also valid:
",1.0
"Since we know that this will happen if the original post is not there can we either 
(A) log out a more helpful exception
(B) handle it without the try catch (using) and then just discard the reply if we don't have the original",1.0
Didn't know this syntax for . Aren't brackets required?,0.0
"We're not always generating the thumbnails; we're only generating them for JSON results since that's what the widget uses.

That being said, I'm not opposed to returning a thumbnail of a constant size, hosted by us, instead of sometimes linking off-site",1.0
"I think  would be a better than , but I wonder if we should simply throw an ",0.0
"You're welcome, and thanks for the credit.",1.0
"True, but one problem; to write a class extending Spell, you need to have, and for which you need to add the bukkit API as a library...",1.0
I think we should change the var to match the new module name... I think we've always kept them in sync for all our other modules,1.0
"Jeff Balogh wrote:
",1.0
Not much of a 'writer' interface :),1.0
"every time someone calls, this method will rebuild ""configs"" even tho it will not be used.",0.0
"I was forced to read the ruby-docs because I couldn't figure out how to easily compare elements in an array and see which had a higher value (in this case - an integer greater than the other). What 
would be the more conventional way? To use inject?

   ",0.0
"Do we really need this  method? 
The  itself is in the module, which depends on both JPA and Hibernate ORM, so it's module should be configured to be able to load the ",1.0
We should add after the name.,1.0
"Please add some text to the readme indicating that  is treated as a ""special"" field and expects an instance of .",1.0
"I probably wouldn't leave the check here... A stronger test would test that something happens when you panda.feed. As it is, line 36 doesn't build upon the line 35 test.",1.0
"Hmm, looks like I corrected the whitespace in this function too - let me know if you want to revert this just to see the changes as per ",1.0
Patch looks good. Curious: where did this routine come from?,1.0
"Um, where did this whole file go? You were probably trying to keep top secret stuff out of the public repo, which is a good goal. However, I think we should talk about the best way to do that.",1.0
and it's also wrong since it should be,0.0
Should this say   or  ?  Or something to convey that it doesn't have to be the full note name,1.0
"rather:
",1.0
"The idea is that modulo bugs, this executor is only used in the lexical scope of the Future class, it's never used for the app's callbacks.

By ""app"" I just mean ""code outside the Future implementation""

Another way to look at it is that _if_ the app ",0.0
"Doesn't this fail in the 1 case (in English) and print ""1 questions in the last 3 days""? In Polish, this fails in the 1 and 2 cases (I think that's right).",0.0
"This assumes  will always be successful. If a user closes the popup without completing the login, for example,  is null.",1.0
It has been placed on its own line.,1.0
Updated. The layout and content have been changed a lot since the initial commit. People from ABI can view the latest html version from,1.0
Left a puts in here,1.0
Yes.  The python layer has these names for.  But we never changed the corresponding stuff in c++.  (And I don't see a compelling reason to.),0.0
"Inconsistent indent, also in a few more places ",1.0
"The problem with this is that I depend on a specific function being defined in this . If it were possible to override it, it would break a lot of things. Of course, this kind of ""override"" is not exactly a part 
of any public API anyway, but at thi",1.0
"Also note here that if you wanted a specific branch you'd just do:



Neat! Of course any flag can be passed here.",1.0
